"多边形计数阈值","Polycount Threshold"
"体素分辨率","Voxel Resolution"
"如果结果不正确，请尝试","If results are incorrect, try"
"改变","changing "
"体素热扩散蒙皮","Voxel Heat Diffuse Skinning"
"插件未安装","addon not installed"
"面部特征","Facial Features"
"眼球：","Eyeballs:"
"左眼球：","Left Eyeball:"
"眼球物体：","Eyeball Object:"
"右眼球：","Right Eyeball:"
"眼睑边界：","Eyelids Borders:"
"舌头对象：","Tongue Object:"
"牙齿对象：","Teeth Object:"
"上牙：","Upper Teeth:"
"下牙：","Lower Teeth:"
"绑定","Bind"
"仅选定顶点","Selected Vertices Only"
"应用形状键","Apply Shape Keys"
"保留音量","Preserve Volume"
"规模修复","Scale Fix"
"解除绑定","Unbind"
"形状键工具","Shape Keys Tools"
"创建驱动程序","Create Driver"
"0","0"
"1","1"
"重置","Reset"
"矫正形状：","Corrective Shapes:"
"拾取选定骨骼","Pick Selected Bone(s)"
"删除选定的驱动程序","Remove Selected Driver"
"取消","Cancel"
"镜像所有形状键","Mirror All Shape Keys"
"各种各样的","Miscellaneous"
"检查更新","Check for Updates"
"清洁场景","Clean Scene"
"选择器面板","Picker Panel"
"添加选择器","Add Picker"
"设置拾取器凸轮","Set Picker Cam"
"捕捉面部","Capture Facial"
"编辑布局...","Edit Layout..."
"应用布局","Apply Layout"
"镜子","Mirror"
"颜色主题","Color Theme"
"分配","Assign"
"钻机类型","Rig Type"
"用于定义脊柱控制器方向的装备类型","Rig type to define the spine controllers orientation"
"手指旋转","Fingers Rotation"
"根据第一指骨的比例自动旋转手指指骨","Automatic rotation of the fingers phalanges based on the scale of the first phalange"
"根据第一指骨的比例自动旋转拇指指骨","Automatic rotation of the thumb phalanges based on the scale of the first phalange"
"二次变形","Secondary Deformations"
"手臂和腿部的次级骨骼和扭曲骨骼的变形模式。匹配到装备后应用。","Deformation mode for the secondary and twist bones of the arms and legs. Applied after Match to Rig."
"手指形状","Finger Shapes"
"手指控制器的默认形状（如果尚未编辑）\n在匹配到装备后应用","Default shapes of the fingers controllers, if not already edited\nApplied after Match to Rig"
"初始比例","Init Scale"
"Match to Rig 后初始化骨架比例（1）","Initialize the armature scale (1) after Match to Rig"
"脊椎骨数量","Number of spine bones"
"添加 Fly 主控制器","Add a Fly master controller"
"骨骼名称","Bone Name"
"骨骼驱动形状键","Bone driving the shape key"
"骨骼变换","Bone Transform"
"高分辨率阈值","High Res Threshold"
"多边形数高于此值的网格将被视为高分辨率网格，以优化绑定性能","Meshes with polycount higher than this will be considered as high resolution meshes to optimize binding performances"
"优化高分辨率网格","Optimize High Resolution Meshes"
"加快高分辨率网格的绑定时间","Speed up binding time of high resolution meshes"
"伪体素分辨率","Pseudo-Voxels Resolution"
"体素精度，值越高越准确，但计算时间越长。\n根据网格复杂程度，低值有时可能比较高值效果更好。","Voxel precision, higher values is more accurate but longer to compute.\nLow values may sometimes work better than high values depending on the mesh complexity."
"伪体素类型","Pseudo-Voxels Type"
"体素化引擎","Voxelization engine"
"装订方式","Binding method"
"绑定引擎","Bind Engine"
"平滑扭曲权重","Smooth Twist Weights"
"通过沿骨骼应用梯度衰减来优化扭曲权重","Refine twist weights by applying a gradient decay along the bone"
"改善臀部重量","Improve Hips Weights"
"改善臀部重量","Improve hips weights"
"改善脚跟重量","Improve Heels Weights"
"改善足部、足跟重量","Improve foot, heel weights"
"通过在绑定之前分离松散的部分（例如：帽子，纽扣，腰带...）来改善蒙皮。\ n警告：具有许多独立部件的网格可能需要几分钟才能绑定。","Improve skinning by separating the loose parts (e.g: hats, buttons, belt...) before binding.\nWarning: meshes with a lot of separate pieces can take several minutes to bind."
"根据下巴位置改善头部蒙皮，由智能或近似定义。\n仅当面部被禁用且双足动物类型","Improve head skinning based on the chin position, defined by Smart or approximated.\nOnly when facial is disabled, and biped type"
"优化头部重量","Refine Head Weights"
"启用骨架修改器（双四元数蒙皮）的“保留体积”选项。\n导出到游戏引擎时应禁用","Enables the Preserve Volume option of the armature modifier (dual quaternions skinning).\nShould be disabled when exporting to game engines"
"如果绑定不起作用，请检查此项。\n在内部对网格的缩放版本进行操作以修复有缺陷的蒙皮","Check this if binding did not work.\nInternally operate on a scaled version of the meshes to fix defective skinning"
"绑定时形状键​​将在其当前状态下进行评估","Shape Keys will be evaluated in their current state when binding"
"仅绑定选定顶点","Only bind selected vertices"
"仅绑定到选定的变形骨骼","Only bind to selected deforming bones"
"暂时显示变形骨骼层以选择变形骨骼","Show the deforming bones layer temporarily to select deforming bones"
"颜色正确","Color Right"
"右控制器颜色","Right controllers color"
"颜色中间","Color Middle"
"中控颜色","Middle controllers color"
"左颜色","Color Left"
"左控制器颜色","Left controllers color"
"颜色面板","Color Panel"
"返回选择器面板颜色","Back picker panel color"
"彩色文本","Color Text"
"选择器面板中的文本颜色","Text color in the picker panel"
"复古约束","Retro Constraints"
"使用旧的约束系统，可能会改变脚部滚动/倾斜和眼睑动画\n如果使用了不寻常的装备比例，或不寻常的单位比例（如 0.01），则相关，以保留以前的动画","Use old constraints system which may change the feet roll/bank and eyelids animation\nRelevant if unusual rig scale was used, or unusual unit scale such as 0.01, to preserve previous animations"
"复古脚","Retro Feet"
"使用旧的非对称脚滚动","Use old non-symmetrized feet roll"
"复古眼睛","Retro Eyes"
"使用旧的眼睛对准系统，导致眼睛不平行或旋转的问题","Use old eyes alignment system which leads to issues with non-parallel or rotated eyes"
"复古脊柱弯曲","Retro Spine Bend"
"使用旧方法对齐脊柱弯曲骨骼。除非使用旧文件，否则不推荐。","Use old method to align spine bend bones. Not recommended unless when using old files."
"复古动作前缀","Retro Action Prefix"
"旧的","Old "
"复古软链接位置","Retro Soft Link Positions"
"启用软链接导出时的旧大腿和手臂骨骼位置","Old thigh and arm bones position when enabling Soft-Link for export"
"Retro Spline IK Quat","Retro Spline IK Quat"
"对样条线 IK 控制器使用四元数旋转","Use quaternions rotation for Spline IK controllers"
"复古拉伸和固定","Retro Stretch and Pin"
"手臂和腿部拉伸和固定控制器的旧对齐方式","Old alignment for the stretch and pin controllers of arms and legs"
"复古斧头","Retro Axes"
"使用旧的轴对齐，不一致","Use old axes alignment, not consistent"
"复古自动唇","Retro Auto-Lips"
"使用旧的自动唇部约束","Use old auto-lips constraints"
"复古网格名称","Retro Mesh Names"
"导出到 Fbx 时使用重复的网格名称 (.001)","Use duplicate mesh names (.001) when exporting to Fbx"
"Retro IK 极点","Retro IK Poles"
"与装备匹配时不对齐 IK 极滚动值","Do not align IK Poles roll value when Match to Rig"
"显示驾驶员数据","Show Driver Data"
"显示用于设置旋转差异驱动器的骨骼名称和骨骼角度（以弧度为单位）","Display the bones name and bone angle (in radians) used to set up the rotational difference driver"
"显示 IK 链方向","Show IK Chain Direction"
"画一条线来显示所选腿部或手臂的 IK 方向","Draw a line to show the IK direction of the selected leg or arm limb"
"眼球类型","Eyeballs Type"
"眼球物体的类型：左右各一个物体，或两个单独的物体","Type of the eyeballs object: single object for left and right, or 2 separate objects"
"眼球物体","Eyeball object"
"眼球对象的名称","Name of the eyeball object"
"右眼球物体","Right eyeball object"
"右眼球物体的名称","Name of the right eyeball object"
"舌头物体","Tongue object"
"舌头物体名称","Name of the tongue object"
"牙齿物体","Teeth object"
"牙齿对象的名称","Name of the teeth object"
"牙齿类型","Teeth Type"
"牙齿对象的类型：上下牙齿/牙龈的单个对象，或 2 个单独的对象","Type of the teeth object: single object for upper and lower teeth/gums, or 2 separate objects"
"下牙物体","Lower teeth object"
"下牙对象的名称","Name of the lower teeth object"
"脚趾_","toes_"
"操作列表名称","Actions List Name"
"此集合中的动作","Collection of actions in this set"
"导出此操作列表","Export this list of actions"
"添加操作","Add an action"
"添加操作","Add Action"
"删除操作","Remove an action"
"移除操作","Remove Action"
"添加操作列表","Add an action list"
"添加操作列表","Add Actions List"
"删除操作列表","Remove an action list"
"删除操作列表","Remove Actions List"
"移动条目","Move entry"
"移动操作列表","Move Actions List"
"显示向后兼容选项","Show backward-compatibility options"
"导出：旧的手臂-脚部方向","Export: Old Arms-Feet Orientation"
"导出：操作前缀","Export: Actions Prefix"
"导出：软链接旧大腿/手臂位置","Export: Soft-Link Old Thigh/Arms Positions"
"导出：重复的网格数据名称（.001）","Export: Duplicate mesh data names (.001)"
"导出：旧版UE人形扭曲骨骼位置","Export: Old UE humanoid twist bones position"
"导出：添加一帧结束动作","Export: Add one frame ending the action"
"导出时取消设置具有恒定关键帧插值的选定骨骼。\n仅需选择变形骨骼","Unset the selected bones with constant keyframe interpolation when exporting.\nOnly deforming bones must be selected"
"取消设置const_bonst","unset_const_bones"
"导出时使用恒定关键帧插值设置选定的骨骼。\n只需选择变形骨骼","Set the selected bones with constant keyframe interpolation when exporting.\nOnly deforming bones must be selected"
"设置_const_bonst","set_const_bones"
"取消选定骨骼的软链接设置","Unset the selected bones as soft-linked"
"取消设置软链接骨骼","unset_softlink_bones"
"在导出的骨架中将选定的骨骼设置为软链接，对于可拉伸的骨骼：\n比例值保持为 1，同时保持实际拉伸的骨骼位置\n只需选择变形的骨骼","Set the selected bones as soft-linked in the exported skeleton, for stretchy bones:\nscale values are maintained to 1, while keeping the actual stretched bone position\nOnly deforming bones must be selected"
"设置软链接骨骼","set_softlink_bones"
"从导出的骨架中移除选定的骨骼","Remove the selected bones from the exported skeleton"
"取消设置自定义骨骼","unset_custom_bones"
"在导出的骨架中添加选定的骨骼（对于在 ARP 骨架中手动添加的骨骼很有用）","Add the selected bones in the exported skeleton (useful for bones added manually in the ARP armature)"
"设置自定义骨骼","set_custom_bones"
"尽可能自动修复装备问题（将拉伸设置为 0，禁用保留音量...）","Fix the rig issues automatically when possible(set stretch to 0, disable Preserve Volume...)"
"修复","fix_rig"
"检查设备以查找可能与导出相关的错误","Check the rig to find possible export related errors"
"检查装备","check_rig"
"删除选定的操作","Delete the selected action"
"这个动作将会被永久地从场景中移除，好吗？","The action will be permanently removed from the scene, ok?"
"切换操作导出","toggle_action_export"
"创建并设置 Mped 骨架作为变形骨架","Create and set the Mped armature as the deforming armature"
"设置_mped_rig","set_mped_rig"
"创建并将人形骨架设置为变形骨架\n警告，破坏 Auto-Rig Pro 编辑和导出工具，请谨慎使用","Create and set the humanoid armature as the deforming armature\nWarning, breaks Auto-Rig Pro editing and export tools, use with care"
"设置人形装备","set_humanoid_rig"
"取消设置出口电枢","Unset the export armature"
"取消设置导出装备","unset_export_rig"
"删除导出预设","Remove export preset"
"尚未添加导出预设！","No export preset added yet!"
"删除导出预设","Remove the export preset"
"加载导出设置","Load export settings"
"ge_load_preset","ge_load_preset"
"保存导出设置","Save export settings"
"保存导出预设","Save export preset"
"预设名称","Preset Name"
"导入自定义预设","Import custom preset"
"导出 Auto-Rig Pro 角色","Export Auto-Rig Pro character"
"根","root"
"将 Humanoid 骨架绑定到 Auto-Rig Pro 骨架","Bind the Humanoid armature to the Auto-Rig Pro armature"
"绑定人形","bind_humanoid"
"解除人形骨架与 Auto-Rig Pro 骨架的绑定。\n导出多个烘焙动作时解除绑定。在烘焙动作之前绑定","Unbind the Humanoid armature to the Auto-Rig Pro armature. \nUnbind when exporting multiple baked actions. Bind before baking actions"
"解除绑定","unbind_humanoid"
"动作列表","ActionsList"
"脚","foot"
"ik_hand_gun","ik_hand_gun"
"ik_hand_root","ik_hand_root"
"ik_foot_root","ik_foot_root"
"ik_foot","ik_foot"
"ik_hand","ik_hand"
"子代","Child Of"
"动画片","Animation"
"mp_","mp_"
"rig_humanoid","rig_humanoid"
"rig_mped","rig_mped"
"c_jawbone.x","c_jawbone.x"
"腿部扭动","leg_twist_"
"大腿扭动","thigh_twist_"
"大腿参考","thigh_ref"
"骷髅头","c_skull_01.x"
"头部.x","head.x"
"骷髅头","c_skull_02.x"
"手臂伸展","arm_stretch_h_loc"
"arm_stretch_h_copy","arm_stretch_h_copy"
"大腿拉伸","thigh_stretch_h_loc"
"大腿拉伸","thigh_stretch_h_copy"
"jawbone.x","jawbone.x"
"根弯曲","c_root_bend_old.x"
"c_根_弯曲.x","c_root_bend.x"
"根.x","root.x"
"没有任何","None"
"c_traj","c_traj"
"脖子","neck"
"眉毛浓密","c_eyebrow_full"
"c_bot_bend","c_bot_bend"
"spine_01.x","spine_01.x"
"spine_02.x","spine_02.x"
"spine_03.x","spine_03.x"
"颈部_01","neck_01"
"脖子_","neck_"
"头","head"
"骨盆","pelvis"
"脖子","Neck"
"脖子_","Neck_"
"脊柱","Spine"
"胸部","Chest"
"上胸部","UpperChest"
"脊柱_","Spine_"
"头","Head"
"臀部","Hips"
"根","Root"
"Auto-Rig Pro：导出","Auto-Rig Pro: Export"
"无法使用 Auto-Rig Pro 导出装备","Rig not exportable with Auto-Rig Pro"
"检查台","Check Rig"
"修复装备","Fix Rig"
"显示高级","Show Advanced"
"设置自定义骨骼","Set Custom Bones"
"取消设置","Unset"
"设置软链接骨骼","Set Soft-Link Bones"
"设置固定骨骼","Set Const. Bones"
"从文件重命名骨骼：","Rename Bones from File:"
"自定义导出脚本：","Custom Export Script:"
"导出 FBX...","Export FBX..."
"导出 GLTF...","Export GLTF..."
"警告，中断 Auto-Rig Pro 编辑","Warning, breaks Auto-Rig Pro edit"
"和导出工具，请谨慎使用","and export tools, use with care"
"未设置导出装备","Unset Export Rig"
"设置人形装备","Set Humanoid Rig"
"设置通用装备","Set Universal Rig"
"作为多个","As Multiple "
"文件名：","File Names:"
"帧范围：","Frame Range:"
"开始：","Start: "
"动作名称：","Action Names:"
"动作管理器","Actions Manager"
"仅包含：","Only Containing:"
"没有主动行动","No active action"
"没有要导出的操作","No actions to export"
"导出根骨骼 (c_traj)","Export Root Bone (c_traj)"
"无父母（允许动画拉伸）","No Parents (allow animated stretch)"
"从文件重命名骨骼","Rename Bones from File"
"钻机名称：","Rig Name:"
"单位：","Units:"
"根运动：","Root Motion:"
"虚幻选项：","Unreal Options:"
"UE4 遗产","UE4 Legacy"
"模特斧","Mannequin Axes"
"动画 IK 骨骼","Anim. IK Bones"
"需要 4 块脊椎骨才能匹配","4 spine bones are required to match"
"UE 人体模型层次结构！","UE Mannequin hierarchy!"
"6 块脊椎骨","6 spine bones"
"和 2 块颈骨","and 2 neck bones"
"必须匹配","are required to match the"
"Godot 选项：","Godot Options:"
"几何学：","Geometry:"
"平滑：","Smoothing:"
"光滑的","Smooth"
"顶点切线","Vertex Tangents"
"形状键法线","Shape Keys Normals"
"形状键切线","Shape Keys Tangents"
"修饰符：","Modifiers:"
"应用修改器","Apply Modifiers"
"应用子表面修改器","Apply Subsurf Modifiers"
"三角测量","Triangulate"
"顶点颜色：","Vertex Colors:"
"调试：","Debug:"
"电枢轴：","Armature Axes:"
"烘焙轴转换","Bake Axis Conversion"
"骨头斧：","Bones Axes:"
"基本的","Primary"
"次要","Secondary"
"纹理：","Textures:"
"嵌入纹理","Embed Textures"
"以 Fbx 文件格式导出装配好的角色","Export the rigged character in Fbx file format"
"Auto-Rig Pro FBX 导出","Auto-Rig Pro FBX Export"
"以 Gltf/Glb 文件格式导出装配好的角色\n需要 Blender 3.4 及更高版本","Export the rigged character in Gltf/Glb file format\nRequires Blender 3.4 and higher"
"Auto-Rig Pro GLTF 导出","Auto-Rig Pro GLTF Export"
"Unity Rig 类型导出","Unity Rig Type Export"
"出口钻机类型","Rig type to export"
"游戏引擎类型","Game Engine Type"
"游戏引擎导出角色","Game engine to export the character"
"UE4","UE4"
"导出为 UE4 的人形模型","Export as a humanoid for UE4"
"为 UE 重命名","Rename for UE"
"根据虚幻引擎人形名称约定重命名骨骼","Rename bones according to Unreal Engine humanoid names convention"
"重命名为 Godot","Rename for Godot"
"根据 Godot 人形名称约定重命名骨骼","Rename bones according to Godot humanoid names convention"
"导出扭曲","Export Twist"
"如果启用，则导出扭曲骨骼。如果禁用，则","If enabled, twist bones are exported. If disabled, they"
"扭扭量","Twist Amount"
"扭曲骨骼的影响，仅当使用 1 个扭曲骨骼时才有效。通常 0.5 可获得更好的效果，因为游戏引擎不支持双四元数​​\n如果有多个扭曲骨骼，则忽略此值，因为它","Influence of the twist bone, only if 1 twist bone if used. Generally 0.5 gives better results since game engines do not support dual quaternions\nIn case of multiple twist bones, this value is ignored since it"
"先进的","Advanced"
"导出辅助控制器（","Export secondary controllers ("
"全面部护理","Full Facial"
"包括所有面部骨骼和头骨","Include all facial bones, with skulls"
"推加剂","Push Additive"
"（仅限动画骨架）上推附加弯曲骨骼变换以补偿较低的权重，因为未导出附加骨架修改器","(Animated armature only) Push up the additive bend bones transforms to compensate the lower weights, since the additive armature modifier is not exported"
"设置骨骼方向以匹配虚幻人体模型方向。\n建议使用 4 根脊椎骨以获得最佳效果","Set the bones orientation to match the Unreal mannequin orientations.\n4 spine bones recommended for best results"
"添加 IK 骨骼","Add IK Bones"
"添加 IK 骨骼（ik_foot_root、ik_foot_l……）","Add the IK bones (ik_foot_root, ik_foot_l...)"
"动画 IK 骨骼","Animated IK Bones"
"动画 IK 骨骼：IK 骨骼将继承脚和手的动作","Animated IK bones: the IK bones will inherit the feet and hands motions"
"根运动","Root Motion"
"这","The "
"仅导出包含：","Export Only Containing:"
"仅导出名称包含给定文本的操作\ne。例如，仅导出与以下内容相关的操作","Export only actions with names containing the given text\ne.g. to export only actions associated to "
"文本","Text"
"导出时要在操作名称中查找的单词/文本","Word/Text to be looked for in the actions name when exporting"
"单位 x100","Units x100"
"使用 x100 单位比例因子导出。这可确保在 Unreal Engine 中重新定位，并将 Unity 中的装备比例设置为 1.0","Export with a x100 unit scale factor. This ensures retargetting in Unreal Engine and the rig scale set to 1.0 in Unity"
"烘焙动画","Bake Animations"
"如果角色有动画，则烘焙动画","If the character is animated, bake animations"
"烘焙单个动作或全局动画轨迹","Bake individual actions or a global animation track"
"帧范围类型","Frame Range Type"
"开始","Start"
"开始帧","Start frame"
"结尾","End"
"结束帧","End frame"
"仅限活动","Only Active"
"仅导出活动操作","Only export the active action"
"忽略链接的操作","Ignore Linked Actions"
"不导出链接文件中包含的操作","Do not export actions contained in linked files"
"简化因素","Simplify Factor"
"简化因子以压缩动画数据大小。值越低 = 质量越高，文件大小越大","Simplify factor to compress the animation data size. Lower value = higher quality, higher file size"
"采样率","Sampling Rate"
"烘焙时的采样率。低于 1.0 的值允许子帧烘焙，例如 0.1 = 每帧 10 个关键帧","Sampling rate when baking. Value below 1.0 allows subframe baking, e.g 0.1 = 10 keyframes per frame"
"强制开始/结束键控","Force Start/End Keying"
"始终在动画通道的动作开始和结束时添加关键帧","Always add a keyframe at start and end of actions for animated channels"
"世界规模","Global Scale"
"应用全球尺度","Global scale applied"
"平滑","Smoothing"
"导出平滑信息（首选","Export smoothing information (prefer "
"切线空间","Tangent Space"
"添加双法线和切线向量，它们与法线一起形成切线空间（仅适用于三角形/四边形网格！）","Add binormal and tangent vectors, together with normal they form the tangent space (will only work correctly with tris/quads only meshes!)"
"顶点颜色","Vertex Colors"
"导入顶点颜色属性","Import vertex color attributes"
"优先考虑活动颜色","Prioritize Active Color"
"确保首先导出活动颜色。这可能很重要","Make sure active color will be exported first. Could be important "
"主要骨轴","Primary Bone Axis"
"次要骨轴","Secondary Bone Axis"
"修复旋转","Fix Rotations"
"通过避免父节点与子节点之间出现 180 度角，为骨骼位置和旋转添加不可见的抖动，以防止出现旋转问题","Add invisible jitter to the bones position and rotation to prevent rotations issues, by avoiding 180 angles between the child and parent"
"修复矩阵","Fix Matrices"
"使用替代方法评估骨骼矩阵，以防止骨骼摇晃","Use an alternative method to evaluate the bones matrices, to prevent shaky bones"
"初始化 Fbx 骨架旋转","Initialize Fbx Armature Rotation"
"导出骨架，并将旋转值设置为 0","Export armature with rotations values set to 0"
"初始化 Fbx 网格旋转","Initialize Fbx Meshes Rotation"
"导出旋转值设置为 0 的网格","Export meshes with rotations values set to 0"
"在 Fbx 文件中嵌入纹理，使用复制路径模式。\n如果着色器不是 Princpled BSDF 着色器，则可能无法工作","Embed textures in Fbx file, use copy path mode.\nMay not work if shaders are not Princpled BSDF shaders"
"仅选定对象","Selected Objects Only"
"仅导出选定的对象，而不是导出所有蒙皮网格","Export only selected objects, instead of exporting all skinned meshes"
"仅导出选定的骨骼（仅需选择变形的骨骼）","Export only selected bones (only deforming bones must be selected)"
"显示操作","Display Actions"
"显示导出的操作","Show exported actions"
"显示附加信息","Show Extras"
"显示游戏引擎导出额外工具和调试工具","Show Game Engine export extra and debug tools"
"显示高级设置","Show advanced settings"
"没有父母","No Parent"
"通过导出平面层次结构（无父级）允许正确导出骨骼拉伸/缩放。\n警告，由于骨骼层次结构未保留，因此它会破坏游戏引擎中的重新定位功能","Allow correct export of bones stretch/scale by exporting a flat hierarchy (no parenting).\nWarning, it breaks retargetting features in game engines since the bones hierarchy is not preserved"
"面板类型","Panel Type"
"钻机名称","Rig Name"
"导出的骨架名称","Name of the exported skeleton"
"如何命名导出的操作","How to name exported actions"
"动作名称","Actions Names"
"如何命名导出的操作文件","How to name exported action files"
"文件名","File Names"
"操作列表","Actions List"
"动作列表","List of actions list"
"列表索引","List Index"
"启用动作管理器，以更高级的方式对动作进行分组和导出","Enable the actions manager, for more advanced ways to group and export actions"
"如果启用，则将每个操作导出为单独的 Fbx 文件，否则将导出包含所有操作的单个 Fbx 文件","If enabled, export each action as an individual Fbx file, otherwise a single Fbx file containing all actions is exported "
"从文件重命名导出的骨骼（请参阅 Auto-Rig Pro：导出选项卡中的文件路径）","Rename exported bones from file (see filepath in the Auto-Rig Pro: Export tab)"
"重命名路径","Rename Path"
"包含新骨骼名称的文件路径。例如：\nhead.x = Head\nneck.x = Neck...\n外部文本文件或 Blender 内部文本文件的名称","Path to the file containing new bone names. For example:\nhead.x = Head\nneck.x = Neck...\nEither an external text file, or the name of an internal Blender text file"
"自定义导出脚本","Custom Export Script"
"导出的自定义脚本说明的路径","Path to the custom script instructions for export"
"导出时应用修改器。\n支持形状键。大量形状可能会增加导出时间，仅当每个形状的顶点数量保持不变时才有效","Apply modifiers when exporting. \nShape Keys are supported. Lots of shapes may increase export time, works only if the amount of verts remains constant for each shape"
"同时应用 Subsurf 修改器","Apply the Subsurf modifier as well"
"导出虚幻引擎人形生物时扭曲骨骼位置不正确","Old incorrect twist bones position when exporting for Unreal Engine humanoid"
"如果启用，则在动作结束时添加一帧，就像 Blender 4 之前的版本一样","If enabled, add one frame at the end of the action, like it used to with Blender versions before 4"
"使用比例和轴设置导出以符合 Unity Bake 轴转换设置","Export with scale and axes settings to comply with Unity Bake Axis Conversion setting"
"添加虚拟网格","Add Dummy Mesh"
"仅导出骨架时添加没有顶点的空白网格对象，以防止出现导入问题。\n导出到 UE 时自动启用，因为没有网格的骨架无法导入 UE","Add a blank mesh object with no vertices when the skeleton only is exported, to prevent import issues.\nAutomatically enabled when exporting to UE, since skeleton without meshes cannot be imported in UE"
"强制休息姿势导出","Force Rest Pose Export"
"即使只导出骨架而不导出网格，也可以导出绑定/静止姿势","Export the bind/rest pose even if only the skeleton is exported, without meshes"
"格式","Format"
"包括所有骨骼影响","Include All Bones Influences"
"如果禁用，将限制骨骼影响到最大 4。如果启用，则无限","If disabled, will clamp the bones influence to max 4. If enabled, infinite"
"形状键法线","Shape Key Normals"
"使用形状键（变形目标）导出顶点法线","Export vertex normals with shape keys (morph targets)"
"形状键切线","Shape Key Tangents"
"使用形状键（变形目标）导出顶点切线","Export vertex tangents with shape keys (morph targets)"
"使用 x100 单位比例因子导出","Export with a x100 unit scale factor"
"始终采样动画","Always Sample Animations"
"将采样应用于所有动画","Apply sampling to all animations"
"导出时对面进行三角剖分","Triangulate faces when exporting"
"根骨","Root Bone"
"将 c_traj 骨骼导出为根骨骼","Export the c_traj bone as root bone"
"掌骨指","Metacarpal Fingers"
"导出掌指骨","Export metacarpal finger bones"
"界面选项卡","Interface Tab"
"显示界面的选项卡名称","Name of the tab to display the interface in"
"工具界面选项卡","Tools Interface Tab"
"显示工具（IK-FK snap...）界面的选项卡名称","Name of the tab to display the tools (IK-FK snap...) interface in"
"初学者模式","Beginner Mode"
"骨架","Armatures"
"存储骨架预设的路径","Path to store armature presets"
"四肢","Limbs"
"存储自定义肢体预设的路径","Path to store custom limb presets"
"钻机层","Rig Layers"
"存储装备层预设的路径","Path to store rig layers presets"
"重新映射预设","Remap Presets"
"存储重映射预设的路径","Path to store remap presets"
"导出预设","Export Presets"
"存储游戏引擎导出预设的路径","Path to store game engine export presets"
"手臂 IK-FK 开关的默认值","Default value for arms IK-FK switch"
"IK-FK 武器默认","IK-FK Arms Default"
"腿部 IK-FK 开关的默认值","Default value for legs IK-FK switch"
"IK-FK 腿部默认","IK-FK Legs Default"
"头部锁定默认","Head Lock Default"
"头部锁定开关的默认值","Default value for the Head Lock switch"
"删除骨架修饰符","Remove Armature Modifiers"
"绑定时删除现有的骨架修饰符","Remove existing armature modifiers when binding"
"删除现有顶点组","Remove Existing Vertex Groups"
"绑定时删除现有的顶点组","Remove existing vertex groups when binding"
"切换至首次绑定执行，设置默认首选项","Toggle to be executed the first time binding, to set default prefs"
"导出完成后显示弹出通知","Show a popup notification on export completion"
"初学者模式（帮助按钮）","Beginner Mode (help buttons)"
"钻机：","Rig:"
"绑定时删除现有的骨架修改器","Remove Existing Armature Modifiers when Binding"
"绑定时删除现有的顶点组","Remove Existing Vertex Groups when Binding"
"IK-FK 武器","IK-FK Arms"
"IK-FK 腿","IK-FK Legs"
"头锁","Head Lock"
"界面：","Interface:"
"主 ARP 选项卡","Main ARP Tab"
"工具选项卡","Tools Tab"
"导出完成后显示弹出窗口","Show Popup when Export Finished"
"路径：","Paths:"
"特殊调试：","Special-Debug:"
"调试模式","Debug Mode"
"以调试模式运行插件以进行调试。\n警告，可能会产生地震和太阳风暴。请勿启用以进行正常使用！","Run the addon in debug mode for debugging purposes.\nWarning, can generate earthquakes and solar tempest. Do not enable for normal usage!"
"调试绑定","Debug Bind"
"出于调试目的，启用绑定函数的调试模式。\n警告，将破坏工具并产生地震！\n请勿在正常使用时启用！","Enable Debug mode for bind functions, for debugging purposes.\nWarning, will break tools and generate earthquakes!\nDo not enable for normal usage!"
"实验模式","Experimental Mode"
"启用实验性的、不稳定的工具。警告，可能会导致错误。使用时请自担风险。","Enable experimental, unstable tools. Warning, can lead to errors. Use it at your own risks."
"禁用智能特效","Disable Smart FX"
"出于调试目的禁​​用智能标记 FX，例如 Mac 系统不支持某些图形。请安全使用。","Disable Smart markers FX for debug purposes, such as Mac systems not supporting some graphics. Safe to use."
"导入内置预设列表","Import built-in presets list"
"Auto-Rig Pro（FK 手臂、IK 腿部）","Auto-Rig Pro (FK Arms, IK Legs)"
"ARP","arp"
"角色创建器（FK 手臂、IK 腿部）","Character Creator (FK Arms, IK Legs)"
"角色创建者","character_creator"
"DAZ（FK 手臂、IK 腿部）","DAZ (FK Arms, IK Legs)"
"达兹","daz"
"DeepMotion（FK 手臂、IK 腿部）","DeepMotion (FK Arms, IK Legs)"
"深度运动","deepmotion"
"热量（FK 手臂，IK 腿部）","Heat (FK Arms, IK Legs)"
"heat_ik","heat_ik"
"热量（FK 手臂、FK 腿部）","Heat (FK Arms, FK Legs)"
"heat_fk","heat_fk"
"MB 实验室（FK 手臂、IK 腿）","MB Lab (FK Arms, IK Legs)"
"姆班拉","mblab"
"Mixamo（FK 手臂、IK 腿部）","Mixamo (FK Arms, IK Legs)"
"mixamo_fbx_ik","mixamo_fbx_ik"
"Mixamo（FK 手臂、FK 腿部）","Mixamo (FK Arms, FK Legs)"
"mixamo_fk","mixamo_fk"
"Mixamo（IK 手臂、IK 腿）","Mixamo (IK Arms, IK Legs)"
"米萨莫伊克","mixamo_ik"
"Mocopi（FK 手臂，IK 腿）","Mocopi (FK Arms, IK Legs)"
"莫科皮","mocopi"
"感知神经元（FK 手臂、IK 腿）","Perception Neuron (FK Arms, IK Legs)"
